True Strain (unitless),True Stress (Pa)
0.07668322477095754,3654369.23076923
0.07677583880204963,3654707.6923076925
0.07686844425657707,3655046.153846154
0.0769610411361284,3655384.6153846155
0.07705362944229147,3655723.076923077
0.07714620917665374,3683758.974358975
0.07723878034080223,3684100.0000000005
0.07742389696480363,3684782.0512820515
0.07742389696480363,3684782.0512820515
0.07751644242782835,3685123.076923077
0.07760897932698288,3685464.102564103
0.07770150766385203,3685805.1282051285
0.07779402744002016,3713861.5384615385
0.0778865386570712,3714205.128205128
0.07807153542015544,3714892.3076923075
0.07816402096935429,3715235.8974358975
0.07825649796576735,3715579.487179487
0.07834896641097631,3715923.0769230765
0.07844142630656249,3716266.6666666665
0.07853387765410694,3716610.256410257
0.07862632045518962,3744692.307692308
0.07871875471139075,3745038.461538462
0.07881118042428985,3745384.6153846155
0.078903597595466,3745730.7692307695
0.07899600622649788,3746076.923076923
